date_id,datetime_id,market,rpt_key,last,diff_24h,diff_per_24h,bid,ask,low,high,volume,created_at,updated_at
2017-06-01,2017-06-01 23:00:00,korbit,btc_krw,3164000,3008500,5.1686887153,3165000,3165500,3002000,3210000,8954.15764893,2017-06-01 14:00:38,2017-06-01 14:00:38
2017-06-01,2017-06-02 00:00:00,korbit,btc_krw,3122500,3003500,3.9620442817,3122500,3139000,3003500,3210000,9084.00730071,2017-06-01 14:59:38,2017-06-01 14:59:38
2017-06-02,2017-06-02 01:00:00,korbit,btc_krw,3101500,3077000,0.7962300942,3102000,3110000,3016500,3210000,9198.61483428,2017-06-01 15:59:38,2017-06-01 15:59:38
2017-06-02,2017-06-02 02:00:00,korbit,btc_krw,3092500,3125000,-1.04,3085000,3092500,3016500,3210000,9176.24871177,2017-06-01 16:59:38,2017-06-01 16:59:38
2017-06-02,2017-06-02 03:00:00,korbit,btc_krw,3092500,3101000,-0.2741051274,3102500,3102500,3016500,3210000,9080.29271373,2017-06-01 17:58:39,2017-06-01 17:59:38
2017-06-02,2017-06-02 04:00:00,korbit,btc_krw,3109000,3133000,-0.7660389403,3109000,3118000,3016500,3210000,8979.1628961,2017-06-01 18:59:39,2017-06-01 18:59:39
2017-06-02,2017-06-02 05:00:00,korbit,btc_krw,3139000,3059500,2.5984638013,3123000,3139000,3016500,3210000,8906.33833509,2017-06-01 19:58:39,2017-06-01 19:59:39
2017-06-02,2017-06-02 06:00:00,korbit,btc_krw,3142000,3069000,2.3786249593,3135500,3147500,3016500,3210000,8856.14767857,2017-06-01 20:58:39,2017-06-01 20:59:39
2017-06-02,2017-06-02 07:00:00,korbit,btc_krw,3121000,3040000,2.6644736842,3124000,3140000,3016500,3210000,8888.09940576,2017-06-01 21:59:39,2017-06-01 21:59:39
2017-06-02,2017-06-02 08:00:00,korbit,btc_krw,3120000,3046500,2.4126046283,3120000,3129500,3035000,3210000,8770.9704195,2017-06-01 22:59:39,2017-06-01 22:59:39
2017-06-02,2017-06-02 09:00:00,korbit,btc_krw,3133000,3040500,3.0422627857,3132000,3135000,3040000,3210000,8708.71742233,2017-06-01 23:59:39,2017-06-01 23:59:39
2017-06-02,2017-06-02 10:00:00,korbit,btc_krw,3120500,3052000,2.244429882,3112000,3112500,3041000,3210000,8663.83467044,2017-06-02 00:59:39,2017-06-02 00:59:39
2017-06-02,2017-06-02 11:00:00,korbit,btc_krw,3116500,3078500,1.2343673867,3116500,3119000,3041000,3210000,8369.2197371,2017-06-02 01:59:39,2017-06-02 01:59:39
2017-06-02,2017-06-02 12:00:00,korbit,btc_krw,3117500,3088500,0.9389671362,3110500,3117000,3041000,3210000,7992.988919,2017-06-02 02:59:40,2017-06-02 02:59:40
2017-06-02,2017-06-02 13:00:00,korbit,btc_krw,3099000,3071500,0.8953280156,3099000,3108000,3041000,3210000,7878.71467885,2017-06-02 03:59:40,2017-06-02 03:59:40
2017-06-02,2017-06-02 14:00:00,korbit,btc_krw,3097500,3060000,1.2254901961,3097500,3098000,3041500,3210000,7769.74887915,2017-06-02 04:59:39,2017-06-02 04:59:39
2017-06-02,2017-06-02 15:00:00,korbit,btc_krw,3100500,3049000,1.6890783864,3098500,3100500,3043000,3210000,7793.483753,2017-06-02 05:59:40,2017-06-02 05:59:40
2017-06-02,2017-06-02 16:00:00,korbit,btc_krw,3096500,3079000,0.5683663527,3096500,3097500,3060000,3210000,7479.21784683,2017-06-02 06:59:40,2017-06-02 06:59:40
2017-06-02,2017-06-02 17:00:00,korbit,btc_krw,3104500,3160000,-1.7563291139,3106000,3105000,3081000,3210000,6927.11691043,2017-06-02 07:59:40,2017-06-02 07:59:40
2017-06-02,2017-06-02 18:00:00,korbit,btc_krw,3107000,3143000,-1.1454024817,3101000,3101500,3081000,3210000,6465.02718889,2017-06-02 08:59:41,2017-06-02 08:59:41
2017-06-02,2017-06-02 19:00:00,korbit,btc_krw,3107000,3115500,-0.2728294014,3107000,3108000,3081000,3210000,6314.88924976,2017-06-02 09:59:40,2017-06-02 09:59:40
2017-06-02,2017-06-02 20:00:00,korbit,btc_krw,3081000,3170000,-2.8075709779,3081000,3081500,3081000,3210000,6059.2472233,2017-06-02 10:59:40,2017-06-02 10:59:40
2017-06-02,2017-06-02 21:00:00,korbit,btc_krw,3074000,3183000,-3.42444235,3074000,3074500,3055500,3190000,5393.40238323,2017-06-02 11:59:40,2017-06-02 11:59:40
2017-06-02,2017-06-02 22:00:00,korbit,btc_krw,3087000,3158000,-2.2482583914,3087500,3096000,3055500,3170000,5198.45716998,2017-06-02 12:59:41,2017-06-02 12:59:41
2017-06-02,2017-06-02 23:00:00,korbit,btc_krw,3080000,3164000,-2.6548672566,3080000,3081000,3055500,3169000,5106.17711218,2017-06-02 13:59:41,2017-06-02 13:59:41
2017-06-02,2017-06-03 00:00:00,korbit,btc_krw,3080000,3122500,-1.3610888711,3080000,3083000,3055500,3154000,4811.62812276,2017-06-02 14:59:40,2017-06-02 14:59:40
2017-06-03,2017-06-03 01:00:00,korbit,btc_krw,3086000,3102000,-0.5157962605,3085000,3086000,3055500,3149500,4396.94749555,2017-06-02 15:59:41,2017-06-02 15:59:41
2017-06-03,2017-06-03 02:00:00,korbit,btc_krw,3089500,3092500,-0.0970088925,3088500,3089500,3055500,3149500,4337.87168631,2017-06-02 16:59:41,2017-06-02 16:59:41
2017-06-03,2017-06-03 03:00:00,korbit,btc_krw,3090000,3102500,-0.4029008864,3086000,3089500,3055500,3149500,4294.95499997,2017-06-02 17:57:41,2017-06-02 17:59:41
2017-06-03,2017-06-03 04:00:00,korbit,btc_krw,3081500,3109000,-0.8845287874,3081500,3084500,3055500,3149500,4278.01317433,2017-06-02 18:58:41,2017-06-02 18:59:41
2017-06-03,2017-06-03 05:00:00,korbit,btc_krw,3089000,3138500,-1.5771865541,3085000,3089000,3055500,3149500,4271.28675976,2017-06-02 19:58:41,2017-06-02 19:59:41
2017-06-03,2017-06-03 06:00:00,korbit,btc_krw,3094000,3142000,-1.5276893698,3091500,3095000,3055500,3149000,4239.05877203,2017-06-02 20:58:41,2017-06-02 20:59:41
2017-06-03,2017-06-03 07:00:00,korbit,btc_krw,3108500,3121000,-0.4005126562,3105500,3111500,3055500,3140000,4167.20307933,2017-06-02 21:57:42,2017-06-02 21:59:41
2017-06-03,2017-06-03 08:00:00,korbit,btc_krw,3134000,3120000,0.4487179487,3134000,3134000,3055500,3138500,4262.21904431,2017-06-02 22:59:42,2017-06-02 22:59:42
2017-06-03,2017-06-03 09:00:00,korbit,btc_krw,3198000,3133000,2.0746887967,3197000,3197500,3055500,3198000,4650.52839782,2017-06-02 23:59:42,2017-06-02 23:59:42
2017-06-03,2017-06-03 10:00:00,korbit,btc_krw,3168500,3120500,1.5382150296,3167000,3167500,3055500,3200000,4998.87970919,2017-06-03 00:59:42,2017-06-03 00:59:42
2017-06-03,2017-06-03 11:00:00,korbit,btc_krw,3144000,3116500,0.8824001283,3138500,3143000,3055500,3200000,5044.39890182,2017-06-03 01:58:42,2017-06-03 01:59:42
2017-06-03,2017-06-03 12:00:00,korbit,btc_krw,3126000,3117500,0.2726543705,3126000,3128000,3055500,3200000,5106.04241588,2017-06-03 02:59:42,2017-06-03 02:59:42
2017-06-03,2017-06-03 13:00:00,korbit,btc_krw,3117000,3099000,0.5808325266,3112000,3114500,3055500,3200000,5118.48297429,2017-06-03 03:59:43,2017-06-03 03:59:43
2017-06-03,2017-06-03 14:00:00,korbit,btc_krw,3090500,3097500,-0.2259887006,3087500,3090000,3055500,3200000,5302.94674509,2017-06-03 04:59:42,2017-06-03 04:59:42
2017-06-03,2017-06-03 15:00:00,korbit,btc_krw,3083500,3100500,-0.5482986615,3083000,3083500,3055500,3200000,5310.87807616,2017-06-03 05:59:42,2017-06-03 05:59:42
2017-06-03,2017-06-03 16:00:00,korbit,btc_krw,3077500,3096500,-0.6135959955,3077000,3077500,3055500,3200000,5236.18377029,2017-06-03 06:59:43,2017-06-03 06:59:43
2017-06-03,2017-06-03 17:00:00,korbit,btc_krw,3070500,3104500,-1.0951844097,3070500,3071500,3055500,3200000,5195.09053181,2017-06-03 07:59:43,2017-06-03 07:59:43
2017-06-03,2017-06-03 18:00:00,korbit,btc_krw,3070000,3107000,-1.1908593499,3070000,3071000,3055500,3200000,5162.81832226,2017-06-03 08:59:42,2017-06-03 08:59:42
2017-06-03,2017-06-03 19:00:00,korbit,btc_krw,3008500,3107000,-3.1702607016,3009000,3013500,3006000,3200000,5403.91696771,2017-06-03 09:59:43,2017-06-03 09:59:43
2017-06-03,2017-06-03 20:00:00,korbit,btc_krw,3067500,3081000,-0.4381694255,3067500,3068000,3006000,3200000,5654.47397499,2017-06-03 10:59:42,2017-06-03 10:59:42
2017-06-03,2017-06-03 21:00:00,korbit,btc_krw,3083500,3075000,0.2764227642,3080500,3083500,3006000,3200000,5679.22841985,2017-06-03 11:59:43,2017-06-03 11:59:43
2017-06-03,2017-06-03 22:00:00,korbit,btc_krw,3080000,3087000,-0.2267573696,3074500,3079500,3006000,3200000,5722.55016348,2017-06-03 12:59:43,2017-06-03 12:59:43
2017-06-03,2017-06-03 23:00:00,korbit,btc_krw,3094000,3080000,0.4545454545,3091000,3094000,3006000,3200000,5746.21790588,2017-06-03 13:59:43,2017-06-03 13:59:43
2017-06-03,2017-06-04 00:00:00,korbit,btc_krw,3105000,3080000,0.8116883117,3105500,3106000,3006000,3200000,5895.4448662,2017-06-03 14:59:44,2017-06-03 14:59:44
2017-06-04,2017-06-04 01:00:00,korbit,btc_krw,3128000,3086000,1.360985094,3128000,3133500,3006000,3200000,6063.46543478,2017-06-03 15:59:44,2017-06-03 15:59:44
2017-06-04,2017-06-04 02:00:00,korbit,btc_krw,3126000,3089500,1.1814209419,3126000,3134000,3006000,3200000,6093.33019786,2017-06-03 16:59:44,2017-06-03 16:59:44
2017-06-04,2017-06-04 03:00:00,korbit,btc_krw,3140500,3090000,1.6343042071,3141000,3145000,3006000,3200000,6299.66045808,2017-06-03 17:58:43,2017-06-03 17:59:43
2017-06-04,2017-06-04 04:00:00,korbit,btc_krw,3124000,3081500,1.3791984423,3111000,3123500,3006000,3200000,6328.02586707,2017-06-03 18:57:43,2017-06-03 18:59:44
2017-06-04,2017-06-04 05:00:00,korbit,btc_krw,3113500,3089000,0.7931369375,3114000,3128000,3006000,3200000,6331.81229928,2017-06-03 19:57:44,2017-06-03 19:59:44
2017-06-04,2017-06-04 06:00:00,korbit,btc_krw,3114500,3094000,0.6625727214,3114500,3126000,3006000,3200000,6309.23903318,2017-06-03 20:59:44,2017-06-03 20:59:44
2017-06-04,2017-06-04 07:00:00,korbit,btc_krw,3110000,3108500,0.0482547853,3110000,3117000,3006000,3200000,6275.6863975,2017-06-03 21:59:44,2017-06-03 21:59:44
2017-06-04,2017-06-04 08:00:00,korbit,btc_krw,3139000,3134000,0.1595405233,3139500,3145000,3006000,3200000,6091.3322725,2017-06-03 22:59:45,2017-06-03 22:59:45
2017-06-04,2017-06-04 09:00:00,korbit,btc_krw,3115000,3198000,-2.5953721076,3115000,3118000,3006000,3200000,5665.18429996,2017-06-03 23:58:44,2017-06-03 23:59:44
2017-06-04,2017-06-04 10:00:00,korbit,btc_krw,3099500,3168500,-2.1776866025,3094500,3100000,3006000,3168000,5320.04655884,2017-06-04 00:59:45,2017-06-04 00:59:45
2017-06-04,2017-06-04 11:00:00,korbit,btc_krw,3095000,3144000,-1.558524173,3094000,3096500,3006000,3153000,5248.51071728,2017-06-04 01:59:44,2017-06-04 02:00:44
2017-06-04,2017-06-04 12:00:00,korbit,btc_krw,3086500,3126000,-1.2635956494,3086500,3088500,3006000,3153000,5165.05539165,2017-06-04 02:59:44,2017-06-04 02:59:44
2017-06-04,2017-06-04 13:00:00,korbit,btc_krw,3076500,3117000,-1.2993262753,3073000,3072000,3006000,3153000,5087.64316901,2017-06-04 03:59:44,2017-06-04 03:59:44
2017-06-04,2017-06-04 14:00:00,korbit,btc_krw,3087000,3090000,-0.0970873786,3081500,3087000,3006000,3153000,4830.28053307,2017-06-04 04:59:45,2017-06-04 04:59:45
2017-06-04,2017-06-04 15:00:00,korbit,btc_krw,3085000,3083500,0.0486460191,3085000,3085500,3006000,3153000,4770.26228611,2017-06-04 05:59:45,2017-06-04 05:59:45
2017-06-04,2017-06-04 16:00:00,korbit,btc_krw,3082000,3077500,0.1462225833,3082000,3083000,3006000,3153000,4735.34924311,2017-06-04 06:59:45,2017-06-04 06:59:45
2017-06-04,2017-06-04 17:00:00,korbit,btc_krw,3079500,3070500,0.293111871,3076000,3079500,3006000,3153000,4599.8177768,2017-06-04 07:58:45,2017-06-04 07:59:45
2017-06-04,2017-06-04 18:00:00,korbit,btc_krw,3083000,3070000,0.4234527687,3080000,3083000,3006000,3153000,4456.13272191,2017-06-04 08:58:45,2017-06-04 08:59:45
2017-06-04,2017-06-04 19:00:00,korbit,btc_krw,3080500,3008500,2.3932192122,3080500,3083500,3009000,3153000,4068.6393752,2017-06-04 09:59:45,2017-06-04 09:59:45
2017-06-04,2017-06-04 20:00:00,korbit,btc_krw,3082000,3067500,0.4726976365,3329500,3082500,3067000,3153000,3695.28636546,2017-06-04 10:59:45,2017-06-04 10:59:45
2017-06-04,2017-06-04 21:00:00,korbit,btc_krw,3102000,3083500,0.5999675693,3100000,3102000,3070000,3153000,3622.57812583,2017-06-04 11:59:45,2017-06-04 11:59:45
2017-06-04,2017-06-04 22:00:00,korbit,btc_krw,3085000,3080000,0.1623376623,3082500,3085000,3070000,3153000,3539.26943165,2017-06-04 12:59:45,2017-06-04 12:59:45
2017-06-04,2017-06-04 23:00:00,korbit,btc_krw,3069000,3094000,-0.8080155139,3069000,3069500,3069000,3153000,3759.23250813,2017-06-04 13:59:46,2017-06-04 13:59:46
2017-06-04,2017-06-05 00:00:00,korbit,btc_krw,3069000,3105000,-1.1594202899,3068500,3069000,3055000,3153000,3758.69648869,2017-06-04 14:59:45,2017-06-04 14:59:45
2017-06-05,2017-06-05 01:00:00,korbit,btc_krw,3058000,3128000,-2.2378516624,3052500,3062000,3050000,3153000,3680.87158055,2017-06-04 15:59:45,2017-06-04 15:59:45
2017-06-05,2017-06-05 02:00:00,korbit,btc_krw,3062000,3126000,-2.0473448496,3062000,3069000,3050000,3153000,3781.564909,2017-06-04 16:59:46,2017-06-04 16:59:46
2017-06-05,2017-06-05 03:00:00,korbit,btc_krw,3063000,3140500,-2.4677599108,3063000,3065000,3050000,3147000,3584.86365593,2017-06-04 17:59:45,2017-06-04 17:59:45
2017-06-05,2017-06-05 04:00:00,korbit,btc_krw,3062000,3124000,-1.9846350832,3061000,3062000,3050000,3146500,3564.97974201,2017-06-04 18:59:46,2017-06-04 18:59:46
2017-06-05,2017-06-05 05:00:00,korbit,btc_krw,3081000,3113500,-1.0438413361,3081000,3083000,3050000,3146500,3598.52603824,2017-06-04 19:59:46,2017-06-04 19:59:46
2017-06-05,2017-06-05 06:00:00,korbit,btc_krw,3057000,3114500,-1.8462032429,3058000,3065500,3050000,3146500,3620.78604047,2017-06-04 20:58:46,2017-06-04 20:59:46
2017-06-05,2017-06-05 07:00:00,korbit,btc_krw,3076500,3110000,-1.077170418,3076500,3080000,3050000,3146500,3630.5349852,2017-06-04 21:59:46,2017-06-04 21:59:46
2017-06-05,2017-06-05 08:00:00,korbit,btc_krw,3074500,3145000,-2.2416534181,3072000,3075500,3050000,3146000,3612.72465132,2017-06-04 22:59:46,2017-06-04 22:59:46
2017-06-05,2017-06-05 09:00:00,korbit,btc_krw,3062500,3115000,-1.6853932584,3062500,3063000,3050000,3119000,3595.24297087,2017-06-04 23:59:46,2017-06-04 23:59:46
2017-06-05,2017-06-05 10:00:00,korbit,btc_krw,3079000,3099500,-0.6613969995,3079000,3083500,3050000,3112000,3574.96003147,2017-06-05 00:59:47,2017-06-05 00:59:47
2017-06-05,2017-06-05 11:00:00,korbit,btc_krw,3086000,3095000,-0.2907915994,3084000,3085500,3050000,3107000,3571.06833567,2017-06-05 01:59:46,2017-06-05 01:59:46
2017-06-05,2017-06-05 12:00:00,korbit,btc_krw,3091000,3086500,0.1457962093,3090000,3092000,3050000,3107000,3638.31678015,2017-06-05 02:59:46,2017-06-05 02:59:46
2017-06-05,2017-06-05 13:00:00,korbit,btc_krw,3095500,3072000,0.7649739583,3095000,3095500,3050000,3107000,3720.21940692,2017-06-05 03:59:47,2017-06-05 03:59:47
2017-06-05,2017-06-05 14:00:00,korbit,btc_krw,3092500,3087000,0.1781665047,3090000,3091000,3050000,3107000,3826.1103543,2017-06-05 04:59:47,2017-06-05 04:59:47
2017-06-05,2017-06-05 15:00:00,korbit,btc_krw,3084000,3085000,-0.0324149109,3084000,3086000,3050000,3107000,3826.24204648,2017-06-05 05:59:47,2017-06-05 05:59:47
2017-06-05,2017-06-05 16:00:00,korbit,btc_krw,3091500,3082000,0.3082414017,3089000,3091500,3050000,3107000,3869.34319337,2017-06-05 06:59:47,2017-06-05 06:59:47
2017-06-05,2017-06-05 17:00:00,korbit,btc_krw,3091000,3079500,0.3734372463,3091000,3095000,3050000,3107000,3953.20654095,2017-06-05 07:59:47,2017-06-05 07:59:47
2017-06-05,2017-06-05 18:00:00,korbit,btc_krw,3091000,3080000,0.3571428571,3091000,3091500,3050000,3107000,4052.62003148,2017-06-05 08:59:47,2017-06-05 08:59:47
2017-06-05,2017-06-05 19:00:00,korbit,btc_krw,3085000,3080500,0.1460801818,3083000,3084500,3050000,3107000,4162.87283196,2017-06-05 09:59:47,2017-06-05 09:59:47
2017-06-05,2017-06-05 20:00:00,korbit,btc_krw,3085500,3082000,0.1135626217,3085500,3086000,3050000,3107000,4116.10492179,2017-06-05 10:59:48,2017-06-05 10:59:48
2017-06-05,2017-06-05 21:00:00,korbit,btc_krw,3085500,3102000,-0.5319148936,3085000,3085500,3050000,3106000,4056.76974643,2017-06-05 11:59:47,2017-06-05 11:59:47
2017-06-05,2017-06-05 22:00:00,korbit,btc_krw,3091500,3085000,0.2106969206,3087000,3091500,3050000,3100000,4211.60356711,2017-06-05 12:59:48,2017-06-05 12:59:48
2017-06-05,2017-06-05 23:00:00,korbit,btc_krw,3091000,3069000,0.7168458781,3091000,3092000,3050000,3100000,4002.3567769,2017-06-05 13:59:48,2017-06-05 13:59:48
2017-06-05,2017-06-06 00:00:00,korbit,btc_krw,3096000,3069000,0.8797653959,3095500,3096000,3050000,3100000,3906.56114977,2017-06-05 14:59:48,2017-06-05 14:59:48
2017-06-06,2017-06-06 01:00:00,korbit,btc_krw,3118000,3062000,1.8288700196,3118500,3122000,3050000,3124000,4088.21987329,2017-06-05 15:59:48,2017-06-05 15:59:48
2017-06-06,2017-06-06 02:00:00,korbit,btc_krw,3111000,3062000,1.6002612671,3107000,3111000,3056000,3124000,4005.07687959,2017-06-05 16:58:48,2017-06-05 16:59:48
2017-06-06,2017-06-06 03:00:00,korbit,btc_krw,3118500,3063000,1.8119490695,3115000,3118500,3056000,3124000,4049.6035397,2017-06-05 17:59:48,2017-06-05 17:59:48
2017-06-06,2017-06-06 04:00:00,korbit,btc_krw,3120000,3062000,1.894186806,3113000,3120000,3056000,3124000,4046.1344783,2017-06-05 18:59:48,2017-06-05 18:59:48
2017-06-06,2017-06-06 05:00:00,korbit,btc_krw,3123500,3081000,1.3794222655,3124500,3129500,3056000,3132500,4124.66813597,2017-06-05 19:59:48,2017-06-05 19:59:48
2017-06-06,2017-06-06 06:00:00,korbit,btc_krw,3134000,3057000,2.5188092902,3134500,3145000,3056000,3145000,4205.0963303,2017-06-05 20:59:48,2017-06-05 20:59:48
2017-06-06,2017-06-06 07:00:00,korbit,btc_krw,3145000,3076500,2.2265561515,3141000,3145000,3062500,3155000,4476.21306768,2017-06-05 21:59:49,2017-06-05 21:59:49
2017-06-06,2017-06-06 08:00:00,korbit,btc_krw,3170000,3074500,3.1061961295,3160000,3170000,3062500,3191000,4904.4283708,2017-06-05 22:59:49,2017-06-05 22:59:49
2017-06-06,2017-06-06 09:00:00,korbit,btc_krw,3188500,3062500,4.1142857143,3187000,3188500,3064000,3191000,5073.16731132,2017-06-05 23:59:48,2017-06-05 23:59:48
2017-06-06,2017-06-06 10:00:00,korbit,btc_krw,3253000,3079000,5.6511854498,3239000,3250000,3077000,3365500,6973.21678077,2017-06-06 00:59:49,2017-06-06 00:59:49
2017-06-06,2017-06-06 11:00:00,korbit,btc_krw,3296000,3086000,6.8049254699,3295500,3296000,3077000,3365500,7869.88021734,2017-06-06 01:59:49,2017-06-06 01:59:49
2017-06-06,2017-06-06 12:00:00,korbit,btc_krw,3420000,3091000,10.643804594,3411000,3420000,3077000,3420000,9283.03106291,2017-06-06 02:59:49,2017-06-06 02:59:49
2017-06-06,2017-06-06 13:00:00,korbit,btc_krw,3298500,3095500,6.5579066387,3300500,3301000,3077000,3475000,10687.64208117,2017-06-06 03:59:49,2017-06-06 03:59:49
2017-06-06,2017-06-06 14:00:00,korbit,btc_krw,3325000,3092500,7.5181891673,3314500,3323500,3077000,3475000,11058.03516943,2017-06-06 04:59:49,2017-06-06 04:59:49
2017-06-06,2017-06-06 15:00:00,korbit,btc_krw,3299000,3084000,6.9714656291,3299000,3306000,3077000,3475000,11336.17228027,2017-06-06 05:59:49,2017-06-06 05:59:49
2017-06-06,2017-06-06 16:00:00,korbit,btc_krw,3323000,3091500,7.4882743005,3322500,3323000,3077000,3475000,11610.54843137,2017-06-06 06:59:50,2017-06-06 06:59:50
2017-06-06,2017-06-06 17:00:00,korbit,btc_krw,3300500,3091000,6.7777418311,3300500,3301500,3077000,3475000,11857.48672685,2017-06-06 07:59:50,2017-06-06 07:59:50
2017-06-06,2017-06-06 18:00:00,korbit,btc_krw,3321000,3091000,7.4409576189,3316000,3321000,3077000,3475000,11964.88153983,2017-06-06 08:59:50,2017-06-06 08:59:50
2017-06-06,2017-06-06 19:00:00,korbit,btc_krw,3339500,3085000,8.2495948136,3335000,3339500,3077000,3475000,12323.14453405,2017-06-06 09:59:50,2017-06-06 09:59:50
2017-06-06,2017-06-06 20:00:00,korbit,btc_krw,3347000,3085500,8.4751255874,3345500,3347000,3077000,3475000,12596.1774739,2017-06-06 10:59:50,2017-06-06 10:59:50
2017-06-06,2017-06-06 21:00:00,korbit,btc_krw,3345000,3085500,8.4103062713,3340500,3341000,3077000,3475000,12811.61295189,2017-06-06 11:59:50,2017-06-06 11:59:50
2017-06-06,2017-06-06 22:00:00,korbit,btc_krw,3397000,3091500,9.8819343361,3397000,3397500,3082000,3475000,13373.87153904,2017-06-06 12:59:50,2017-06-06 12:59:50
2017-06-06,2017-06-06 23:00:00,korbit,btc_krw,3391500,3091000,9.721772889,3391000,3391500,3089000,3475000,14220.12984198,2017-06-06 13:59:50,2017-06-06 13:59:50
2017-06-06,2017-06-07 00:00:00,korbit,btc_krw,3330500,3096000,7.5742894057,3330000,3329500,3093000,3475000,14927.80641144,2017-06-06 14:58:50,2017-06-06 14:58:50
2017-06-07,2017-06-07 01:00:00,korbit,btc_krw,3327000,3118000,6.703014753,3327500,3331000,3106000,3475000,14992.02135688,2017-06-06 15:58:50,2017-06-06 15:59:50
2017-06-07,2017-06-07 02:00:00,korbit,btc_krw,3300500,3111000,6.0912889746,3300500,3301000,3106000,3475000,15294.97849077,2017-06-06 16:59:50,2017-06-06 16:59:50
